MS SubClass,MS Zoning,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Fence,Sale Type,SalePrice
60,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2009,2009,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1365.0,Ex,1365,2690,2,Ex,8,Gd,Attchd,2009.0,RFn,3.0,864.0,TA,NA,New,398800
60,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,953.0,Ex,953,1647,2,TA,7,TA,Attchd,1999.0,RFn,2.0,460.0,TA,NA,WD ,175000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,1954,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,825.0,TA,825,825,1,TA,4,NA,Attchd,1954.0,Unf,1.0,350.0,TA,NA,WD ,109500
20,RL,IR3,Lvl,Inside,NAmes,PosN,1Fam,1Story,6,3,1970,1970,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,1657.0,Gd,1657,1657,2,TA,7,TA,Attchd,1970.0,Unf,2.0,484.0,TA,NA,WD ,163500
30,RL,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,788.0,TA,788,788,1,TA,4,TA,NA,1978.7077955601446,NA,0.0,0.0,NA,GdWo,WD ,100000
60,RL,Reg,HLS,Inside,NoRidge,Norm,1Fam,2Story,8,5,1992,1993,Gable,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1334.0,Ex,1520,2826,2,Gd,9,TA,Attchd,1992.0,RFn,3.0,888.0,TA,NA,WD ,334000
20,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,864.0,Ex,864,864,1,TA,4,NA,Detchd,1969.0,Unf,1.0,280.0,TA,NA,WD ,137250
20,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,TA,No,ALQ,Rec,1063.0,Ex,1287,1287,1,Gd,7,Gd,Detchd,1997.0,Fin,2.0,576.0,TA,NA,WD ,162000
20,FV,IR2,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1470.0,Ex,1478,1478,2,Gd,7,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,NA,New,222000
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,698.0,Ex,698,1342,2,Gd,7,TA,Attchd,2003.0,Fin,2.0,393.0,TA,NA,WD ,178000
30,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,5,7,1940,1992,Gable,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,788.0,TA,804,804,1,Gd,4,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,MnPrv,WD ,119000
60,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864.0,TA,876,1812,2,TA,8,TA,Attchd,1962.0,RFn,1.0,264.0,TA,NA,WD ,169500
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,952.0,Ex,980,2256,2,Gd,8,TA,BuiltIn,2000.0,Fin,2.0,554.0,TA,NA,WD ,236000
60,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,ALQ,LwQ,952.0,TA,1092,2112,2,TA,9,Gd,Attchd,1969.0,Unf,2.0,576.0,TA,NA,WD ,206900
60,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,956.0,Ex,956,2084,2,Gd,8,NA,BuiltIn,2004.0,RFn,2.0,618.0,TA,NA,WD ,233000
30,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,5,1924,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,BLQ,Rec,1032.0,Gd,1032,1032,1,TA,5,NA,Detchd,1995.0,Unf,1.0,280.0,TA,MnPrv,COD,108000
60,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,680.0,Gd,680,1470,2,TA,7,TA,BuiltIn,1995.0,Fin,2.0,420.0,TA,NA,WD ,165000
20,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,5,1977,1977,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1040.0,TA,1040,1040,1,TA,5,NA,Detchd,1977.0,Unf,2.0,748.0,TA,MnPrv,WD ,134900
45,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,AsbShng,AsbShng,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,884.0,Ex,884,884,1,TA,5,NA,Detchd,1939.0,Unf,1.0,240.0,TA,MnPrv,WD ,113000
20,RL,IR2,Low,Inside,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1097.0,Ex,1097,1097,1,TA,6,NA,Attchd,1996.0,Unf,1.0,242.0,TA,GdPrv,WD ,147900
30,RL,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Fa,TA,No,Unf,Unf,864.0,Ex,864,864,1,TA,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,99900
160,RL,Reg,Lvl,FR2,NPkVill,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,855.0,Gd,855,1456,2,TA,7,NA,Attchd,1975.0,RFn,2.0,460.0,TA,NA,WD ,143000
20,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,912.0,TA,941,941,1,TA,6,Po,Attchd,1967.0,Unf,1.0,288.0,TA,NA,WD ,129200
80,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1998,1998,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,384.0,Gd,751,1382,2,TA,7,TA,BuiltIn,1998.0,Fin,2.0,396.0,TA,NA,WD ,177500
20,RL,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,1968,1968,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1008.0,Gd,1008,1008,1,Gd,6,NA,Attchd,1968.0,Unf,1.0,384.0,TA,MnPrv,WD ,139500
60,RL,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,608.0,Ex,608,1396,2,Gd,6,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,NA,WD ,170000
60,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,7,1964,1997,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,845.0,Ex,845,2154,2,TA,8,Gd,Attchd,1964.0,RFn,2.0,539.0,TA,MnPrv,WD ,224500
60,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1082.0,Ex,1105,2400,3,Gd,10,Gd,BuiltIn,2003.0,Fin,3.0,730.0,TA,NA,WD ,290000
50,RM,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,1040.0,Ex,1226,1818,1,TA,7,TA,Detchd,1951.0,Unf,1.0,240.0,TA,NA,WD ,169500
20,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,1710.0,Ex,1710,1710,2,Gd,7,Gd,Attchd,2004.0,Fin,2.0,550.0,TA,NA,WD ,240000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1955,1955,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,1078.0,Ex,1150,1150,1,TA,6,NA,Attchd,1955.0,Fin,1.0,288.0,TA,MnPrv,WD ,144000
60,RL,Reg,Lvl,Corner,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,816.0,TA,1127,1977,1,TA,9,TA,Attchd,1964.0,RFn,2.0,540.0,TA,GdPrv,WD ,165000
120,RL,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1332.0,Gd,1332,1332,2,Gd,5,NA,Attchd,1990.0,RFn,2.0,542.0,TA,NA,WD ,145000
20,RL,IR1,Lvl,CulDSac,Edwards,Norm,1Fam,1Story,5,3,1964,1964,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Mn,Unf,Unf,1250.0,Ex,1298,1298,2,TA,5,NA,Detchd,1964.0,Unf,2.0,504.0,TA,NA,COD,114000
20,RL,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935.0,Gd,1973,1973,2,Gd,9,Gd,Attchd,2006.0,Fin,3.0,895.0,TA,NA,New,395000
160,RM,Reg,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,525.0,TA,525,1092,1,TA,6,NA,Detchd,1973.0,Unf,2.0,440.0,TA,NA,WD ,105500
60,RL,Reg,Lvl,Inside,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1049.0,Ex,1036,1916,2,Gd,8,TA,Attchd,1998.0,Unf,3.0,741.0,TA,NA,WD ,254900
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1950,1950,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864.0,Fa,1238,1238,1,TA,6,TA,Attchd,1950.0,Unf,1.0,357.0,TA,NA,WD ,102000
60,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,944.0,Ex,944,1840,2,Gd,6,NA,Attchd,2001.0,RFn,2.0,622.0,TA,NA,WD ,230000
70,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,939.0,Ex,939,1513,1,TA,8,NA,Detchd,1933.0,Unf,1.0,180.0,Fa,NA,WD ,137500
30,RL,IR1,Bnk,Inside,BrkSide,Norm,1Fam,1Story,5,7,1928,1983,Gable,WdShing,Wd Shng,None,Gd,Gd,BrkTil,TA,TA,No,LwQ,BLQ,1008.0,TA,1143,1143,1,TA,5,Po,Detchd,1992.0,Unf,1.0,288.0,TA,GdPrv,WD ,138000
80,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,SLvl,6,5,1983,1983,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,CBlock,Gd,TA,Av,Rec,GLQ,520.0,Gd,1338,1338,1,Gd,5,Po,Attchd,1983.0,Unf,2.0,576.0,TA,NA,WD ,156500
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,864.0,Ex,864,864,1,TA,5,NA,Detchd,1994.0,Unf,2.0,463.0,TA,NA,WD ,124500
20,RL,Reg,Lvl,Inside,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1266.0,Ex,1266,1266,2,Gd,6,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,NA,WD ,159895
20,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1964,1964,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,TA,912,912,1,TA,6,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,GdWo,WD ,124000
20,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1392.0,TA,1392,1392,1,TA,5,Gd,Detchd,1957.0,Unf,2.0,528.0,TA,NA,WD ,121500
90,RL,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1824.0,Fa,1824,1824,2,TA,9,NA,Detchd,1958.0,Unf,2.0,484.0,TA,NA,WD ,146000
120,RM,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1594.0,Ex,1646,1646,2,Gd,5,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,NA,WD ,300000
160,RM,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,546.0,Gd,546,1092,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,90500
90,RL,IR1,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1728.0,TA,1728,1728,2,TA,10,NA,Detchd,1987.0,Unf,2.0,576.0,TA,NA,WD ,142600
20,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1573.0,Ex,1573,1573,2,Gd,6,NA,Attchd,2002.0,RFn,2.0,544.0,TA,NA,WD ,227000
20,RL,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1341.0,Ex,1341,1341,1,Gd,5,TA,Attchd,1999.0,RFn,2.0,482.0,TA,NA,WD ,246900
70,C (all),Reg,Lvl,Corner,IDOTRR,Feedr,1Fam,2Story,4,7,1895,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Stone,Po,Fa,No,Unf,Unf,173.0,Ex,825,1361,1,TA,6,NA,Detchd,1895.0,Unf,1.0,185.0,Fa,NA,WD ,89000
50,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,744.0,Ex,792,1120,1,Fa,5,NA,Detchd,1956.0,Unf,2.0,480.0,TA,NA,WD ,64000
120,RL,IR1,Lvl,Inside,Greens,Norm,Twnhs,1Story,8,5,1978,1978,Gable,Wd Sdng,Plywood,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Rec,1226.0,TA,1226,1226,1,Gd,4,TA,Attchd,1978.0,Fin,2.0,484.0,TA,NA,WD ,170000
30,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,1103.0,Gd,1103,1103,1,Gd,5,Gd,Detchd,1976.0,Unf,2.0,440.0,TA,MnPrv,WD ,110500
20,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,6,1960,1960,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,1179.0,Gd,1179,1179,1,TA,5,NA,Attchd,1960.0,Fin,2.0,622.0,TA,GdPrv,WD ,110000
20,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,Unf,698.0,Ex,698,698,1,TA,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,118000
60,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,998.0,Ex,1006,2046,2,Gd,8,Gd,BuiltIn,2003.0,RFn,3.0,871.0,TA,NA,WD ,284000
60,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,858.0,Ex,858,1716,1,TA,8,Gd,Attchd,1962.0,Fin,2.0,490.0,TA,NA,WD ,171000
60,RL,IR1,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,835.0,Ex,871,1812,2,Gd,8,NA,BuiltIn,2004.0,RFn,2.0,478.0,TA,NA,WD ,193000
20,RL,IR2,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,6,1976,2003,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,LwQ,Unf,1090.0,TA,1178,1178,1,TA,6,NA,Attchd,1976.0,Unf,2.0,502.0,TA,MnPrv,WD ,135000
70,RL,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,MetalSd,Stucco,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,818.0,TA,818,1636,1,Gd,7,Gd,Detchd,1919.0,Unf,1.0,288.0,Fa,NA,WD ,167000
20,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,5,1950,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,576.0,Ex,864,864,1,TA,5,NA,Detchd,1952.0,RFn,1.0,528.0,TA,NA,COD,105000
20,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1588.0,Ex,1588,1588,2,Gd,6,NA,Attchd,1999.0,RFn,2.0,472.0,TA,NA,WD ,214000
60,RL,IR1,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1420.0,Ex,1426,1914,2,Gd,9,TA,BuiltIn,2004.0,RFn,3.0,746.0,TA,NA,WD ,279000
80,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,6,6,1975,2000,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,Fa,No,ALQ,Unf,675.0,TA,1109,1875,3,Gd,8,TA,Attchd,1975.0,RFn,2.0,485.0,TA,NA,WD ,184500
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,649.0,Ex,679,1183,1,TA,6,NA,Detchd,1981.0,Unf,1.0,308.0,TA,NA,WD ,120000
60,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1992,1992,Gable,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,816.0,Ex,833,1730,2,Gd,6,NA,Attchd,1992.0,RFn,2.0,528.0,TA,NA,WD ,171500
160,FV,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625.0,Ex,625,1250,2,Gd,5,NA,Detchd,2006.0,RFn,2.0,528.0,TA,NA,New,164700
60,RL,IR1,Bnk,Inside,SawyerW,Norm,1Fam,2Story,6,4,1989,1989,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,868.0,Ex,1313,2559,2,Ex,9,TA,Attchd,1989.0,RFn,2.0,506.0,TA,MnPrv,WD ,209000
120,RM,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1365.0,Ex,1548,1548,2,Gd,7,TA,Attchd,2004.0,Fin,2.0,388.0,TA,NA,WD ,225000
50,RL,Reg,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,5,3,1910,1996,Gambrel,Wd Sdng,VinylSd,None,TA,Fa,PConc,TA,TA,No,Unf,Unf,658.0,TA,658,1184,1,TA,8,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,81000
20,RL,IR1,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,1670.0,Ex,1670,1670,2,Gd,6,Gd,Attchd,2006.0,RFn,3.0,928.0,TA,NA,New,336820
60,RL,IR1,Low,Inside,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1157.0,Ex,1180,2062,2,TA,7,Gd,Attchd,1988.0,Fin,2.0,454.0,TA,NA,WD ,277000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,1960,Hip,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,894.0,TA,894,894,1,TA,5,NA,Detchd,1965.0,Unf,1.0,312.0,TA,NA,WD ,117600
50,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,856.0,Ex,1112,1668,1,TA,6,NA,Attchd,1950.0,Unf,1.0,271.0,TA,MnPrv,WD ,140000
20,RL,Reg,Lvl,Inside,CollgCr,PosN,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1751.0,Ex,1766,1766,2,Ex,8,Gd,Attchd,2008.0,Fin,3.0,874.0,TA,NA,New,395039
60,RL,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,768.0,Ex,768,1496,3,Gd,7,NA,Attchd,2007.0,Unf,2.0,572.0,TA,NA,New,181755
20,RL,IR1,Lvl,Corner,SawyerW,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1400.0,Ex,1400,1400,2,Gd,6,NA,Attchd,2005.0,RFn,2.0,612.0,TA,NA,New,186800
30,RL,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,6,1927,2007,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,656.0,TA,968,968,2,TA,5,NA,Detchd,1928.0,Unf,1.0,216.0,Fa,NA,WD ,64500
120,FV,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1488.0,Ex,1488,1488,2,Gd,6,Gd,Attchd,2004.0,Fin,2.0,506.0,TA,NA,WD ,260000
20,RL,Reg,Lvl,Inside,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1266.0,Ex,1266,1266,2,Gd,6,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,NA,New,185485
30,RM,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,715.0,TA,875,875,1,TA,5,NA,Detchd,1931.0,Unf,1.0,180.0,Fa,NA,WD ,105000
80,RL,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528.0,Ex,1094,1855,2,TA,7,TA,Attchd,1976.0,RFn,2.0,512.0,TA,NA,WD ,187000
20,RL,Reg,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,Unf,1208.0,Ex,1621,1621,2,Gd,8,NA,Attchd,1984.0,RFn,2.0,440.0,TA,NA,WD ,202500
20,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1614.0,Ex,1614,1614,2,Gd,7,NA,Attchd,2005.0,RFn,3.0,878.0,TA,NA,WD ,245700
